14,ilian_drone,-795.38,0.44,104.98
15,ilian_uwb_node,-3.98,-2366.48,74.87
25,ilian_drone,-795.38,0.44,104.99
27,ilian_uwb_node,-3.99,-2366.48,74.86
33,ilian_drone,-795.38,0.45,104.99
35,ilian_uwb_node,-4.01,-2366.47,74.85
42,ilian_drone,-795.39,0.45,104.99
43,ilian_uwb_node,-4.00,-2366.49,74.84
52,ilian_drone,-795.38,0.45,104.99
52,ilian_uwb_node,-4.01,-2366.50,74.84
62,ilian_drone,-795.37,0.44,104.99
62,ilian_uwb_node,-4.01,-2366.49,74.81
71,ilian_drone,-795.38,0.45,104.99
72,ilian_uwb_node,-3.99,-2366.50,74.85
81,ilian_drone,-795.38,0.44,104.98
81,ilian_uwb_node,-3.96,-2366.45,74.93
92,ilian_drone,-795.38,0.44,104.99
92,ilian_uwb_node,-3.95,-2366.36,75.08
102,ilian_drone,-795.38,0.44,104.98
102,ilian_uwb_node,-3.79,-2366.38,75.18
111,ilian_drone,-795.38,0.44,104.98
112,ilian_uwb_node,-3.61,-2366.71,74.90
121,ilian_drone,-795.37,0.44,104.98
121,ilian_uwb_node,-3.87,-2366.65,74.77
132,ilian_drone,-795.38,0.45,104.99
133,ilian_uwb_node,-4.00,-2366.50,74.83
141,ilian_drone,-795.38,0.45,104.98
142,ilian_uwb_node,-3.70,-2366.79,74.76
152,ilian_drone,-795.38,0.44,104.98
152,ilian_uwb_node,-4.13,-2366.50,74.73
162,ilian_drone,-795.37,0.44,104.98
162,ilian_uwb_node,-4.23,-2366.39,74.75
171,ilian_drone,-795.37,0.45,104.98
171,ilian_uwb_node,-4.25,-2366.36,74.75
182,ilian_drone,-795.38,0.45,104.98
182,ilian_uwb_node,-4.23,-2366.38,74.77
192,ilian_drone,-795.38,0.44,104.99
192,ilian_uwb_node,-4.24,-2366.37,74.78
202,ilian_drone,-795.37,0.45,104.98
202,ilian_uwb_node,-4.25,-2366.35,74.78
212,ilian_drone,-795.37,0.45,104.98
212,ilian_uwb_node,-4.27,-2366.34,74.78
221,ilian_drone,-795.37,0.45,105.00
222,ilian_uwb_node,-4.27,-2366.35,74.78
232,ilian_drone,-795.37,0.45,104.99
232,ilian_uwb_node,-4.22,-2366.34,74.82
241,ilian_drone,-795.37,0.45,104.99
242,ilian_uwb_node,-3.99,-2366.50,74.84
251,ilian_drone,-795.37,0.45,104.98
252,ilian_uwb_node,-4.24,-2366.38,74.76
261,ilian_drone,-795.38,0.45,104.98
262,ilian_uwb_node,-4.26,-2366.36,74.76
272,ilian_drone,-795.37,0.45,104.98
272,ilian_uwb_node,-4.27,-2366.35,74.76
281,ilian_drone,-795.36,0.45,104.98
282,ilian_uwb_node,-4.26,-2366.36,74.76
293,ilian_drone,-795.37,0.45,104.98
294,ilian_uwb_node,-4.25,-2366.36,74.75
302,ilian_drone,-795.37,0.44,104.99
302,ilian_uwb_node,-4.28,-2366.33,74.74
312,ilian_drone,-795.37,0.45,104.98
312,ilian_uwb_node,-4.24,-2366.35,74.76
321,ilian_drone,-795.37,0.44,104.99
321,ilian_uwb_node,-4.25,-2366.36,74.76
331,ilian_drone,-795.37,0.44,104.98
332,ilian_uwb_node,-4.26,-2366.36,74.76
342,ilian_drone,-795.38,0.44,104.98
343,ilian_uwb_node,-4.23,-2366.36,74.78
351,ilian_drone,-795.37,0.44,104.98
351,ilian_uwb_node,-4.25,-2366.36,74.76
362,ilian_drone,-795.38,0.44,104.97
362,ilian_uwb_node,-4.25,-2366.36,74.75
372,ilian_drone,-795.37,0.44,104.97
372,ilian_uwb_node,-4.24,-2366.36,74.78
382,ilian_drone,-795.39,0.44,104.98
382,ilian_uwb_node,-4.24,-2366.36,74.77
391,ilian_drone,-795.39,0.45,104.99
392,ilian_uwb_node,-4.26,-2366.36,74.77
401,ilian_drone,-795.32,0.42,104.94
402,ilian_uwb_node,-4.26,-2366.35,74.78
411,ilian_drone,-795.31,0.42,104.93
