12,ilian_drone,-795.53,-0.04,105.22
13,ilian_uwb_node,-4.04,-2366.27,75.00
23,ilian_drone,-795.53,-0.05,105.22
24,ilian_uwb_node,-4.00,-2366.28,75.03
32,ilian_drone,-795.54,-0.05,105.22
33,ilian_uwb_node,-4.01,-2366.29,75.02
42,ilian_drone,-795.54,-0.05,105.22
42,ilian_uwb_node,-4.01,-2366.27,75.02
52,ilian_drone,-795.54,-0.05,105.23
52,ilian_uwb_node,-4.01,-2366.29,75.03
63,ilian_drone,-795.53,-0.05,105.23
63,ilian_uwb_node,-4.02,-2366.28,75.02
73,ilian_drone,-795.54,-0.06,105.22
73,ilian_uwb_node,-4.01,-2366.28,75.03
82,ilian_drone,-795.54,-0.06,105.22
82,ilian_uwb_node,-4.04,-2366.25,75.00
92,ilian_drone,-795.54,-0.05,105.22
93,ilian_uwb_node,-4.03,-2366.27,75.00
102,ilian_drone,-795.54,-0.05,105.21
102,ilian_uwb_node,-4.04,-2366.25,74.98
113,ilian_drone,-795.53,-0.05,105.21
113,ilian_uwb_node,-4.07,-2366.26,74.97
122,ilian_drone,-795.53,-0.05,105.22
123,ilian_uwb_node,-4.04,-2366.30,74.97
132,ilian_drone,-795.53,-0.04,105.22
132,ilian_uwb_node,-4.05,-2366.29,74.97
142,ilian_drone,-795.53,-0.04,105.21
142,ilian_uwb_node,-4.06,-2366.30,74.99
152,ilian_drone,-795.52,-0.04,105.22
152,ilian_uwb_node,-4.01,-2366.31,75.01
162,ilian_drone,-795.52,-0.05,105.22
162,ilian_uwb_node,-4.04,-2366.29,75.02
172,ilian_drone,-795.52,-0.05,105.21
172,ilian_uwb_node,-4.04,-2366.29,75.01
183,ilian_drone,-795.53,-0.05,105.22
183,ilian_uwb_node,-4.01,-2366.30,75.02
192,ilian_drone,-795.52,-0.05,105.21
192,ilian_uwb_node,-4.05,-2366.29,75.00
202,ilian_drone,-795.53,-0.05,105.22
202,ilian_uwb_node,-4.04,-2366.28,74.99
212,ilian_drone,-795.54,-0.06,105.21
213,ilian_uwb_node,-4.04,-2366.29,75.00
222,ilian_drone,-795.53,-0.05,105.22
222,ilian_uwb_node,-4.02,-2366.31,75.00
232,ilian_drone,-795.53,-0.04,105.21
232,ilian_uwb_node,-4.01,-2366.30,75.01
242,ilian_drone,-795.53,-0.05,105.22
242,ilian_uwb_node,-4.03,-2366.29,75.00
252,ilian_drone,-795.54,-0.05,105.21
252,ilian_uwb_node,-4.10,-2366.13,75.13
262,ilian_drone,-795.54,-0.05,105.21
262,ilian_uwb_node,-3.44,-2366.60,75.18
272,ilian_drone,-795.53,-0.05,105.21
272,ilian_uwb_node,-3.45,-2366.57,75.17
282,ilian_drone,-795.53,-0.05,105.21
282,ilian_uwb_node,-3.46,-2366.57,75.14
292,ilian_drone,-795.52,-0.04,105.22
292,ilian_uwb_node,-3.46,-2366.58,75.14
302,ilian_drone,-795.53,-0.05,105.21
302,ilian_uwb_node,-3.46,-2366.59,75.16
312,ilian_drone,-795.53,-0.05,105.22
313,ilian_uwb_node,-3.45,-2366.59,75.15
322,ilian_drone,-795.53,-0.05,105.22
322,ilian_uwb_node,-3.46,-2366.56,75.16
332,ilian_drone,-795.53,-0.04,105.22
332,ilian_uwb_node,-3.46,-2366.59,75.15
342,ilian_drone,-795.53,-0.04,105.22
343,ilian_uwb_node,-3.45,-2366.60,75.15
352,ilian_drone,-795.52,-0.04,105.21
352,ilian_uwb_node,-3.43,-2366.60,75.14
363,ilian_drone,-795.52,-0.05,105.21
363,ilian_uwb_node,-3.45,-2366.61,75.15
372,ilian_drone,-795.52,-0.05,105.22
372,ilian_uwb_node,-3.46,-2366.58,75.12
382,ilian_drone,-795.52,-0.04,105.21
382,ilian_uwb_node,-4.08,-2366.40,74.78
392,ilian_drone,-795.52,-0.05,105.21
392,ilian_uwb_node,-4.11,-2366.31,74.88
402,ilian_drone,-795.51,-0.04,105.22
402,ilian_uwb_node,-4.12,-2366.27,74.92
412,ilian_drone,-795.52,-0.04,105.22
413,ilian_uwb_node,-4.09,-2366.26,74.96
422,ilian_drone,-795.53,-0.04,105.21
422,ilian_uwb_node,-4.10,-2366.23,74.97
432,ilian_drone,-795.51,-0.05,105.21
432,ilian_uwb_node,-4.13,-2366.23,74.98
442,ilian_drone,-795.52,-0.05,105.22
442,ilian_uwb_node,-4.14,-2366.21,74.97
452,ilian_drone,-795.52,-0.05,105.22
453,ilian_uwb_node,-4.11,-2366.24,74.99
463,ilian_drone,-795.53,-0.05,105.21
463,ilian_uwb_node,-4.14,-2366.22,74.98
473,ilian_drone,-795.52,-0.06,105.20
473,ilian_uwb_node,-4.14,-2366.20,74.97
482,ilian_drone,-795.52,-0.06,105.21
483,ilian_uwb_node,-4.12,-2366.23,74.97
492,ilian_drone,-795.53,-0.06,105.21
492,ilian_uwb_node,-4.12,-2366.22,74.99
502,ilian_drone,-795.52,-0.05,105.21
502,ilian_uwb_node,-4.16,-2366.21,74.99
512,ilian_drone,-795.52,-0.05,105.20
512,ilian_uwb_node,-4.12,-2366.23,74.98
522,ilian_drone,-795.52,-0.05,105.21
522,ilian_uwb_node,-4.14,-2366.23,74.97
532,ilian_drone,-795.52,-0.05,105.20
532,ilian_uwb_node,-4.14,-2366.23,74.97
542,ilian_drone,-795.52,-0.05,105.20
543,ilian_uwb_node,-4.14,-2366.22,74.97
552,ilian_drone,-795.52,-0.05,105.20
552,ilian_uwb_node,-4.15,-2366.23,74.98
562,ilian_drone,-795.53,-0.05,105.22
563,ilian_uwb_node,-4.14,-2366.24,74.97
572,ilian_drone,-795.53,-0.05,105.22
573,ilian_uwb_node,-4.13,-2366.23,74.98
583,ilian_drone,-795.53,-0.05,105.23
584,ilian_uwb_node,-4.14,-2366.24,74.97
592,ilian_drone,-795.53,-0.05,105.22
592,ilian_uwb_node,-4.14,-2366.22,74.98
602,ilian_drone,-795.53,-0.05,105.21
602,ilian_uwb_node,-4.14,-2366.22,74.99
612,ilian_drone,-795.53,-0.04,105.22
613,ilian_uwb_node,-4.14,-2366.22,74.98
622,ilian_drone,-795.53,-0.04,105.22
622,ilian_uwb_node,-4.13,-2366.22,74.97
632,ilian_drone,-795.51,-0.05,105.20
632,ilian_uwb_node,-4.10,-2366.24,75.00
642,ilian_drone,-795.44,-0.08,105.16
643,ilian_uwb_node,-4.11,-2366.22,74.99
652,ilian_drone,-795.45,-0.07,105.16
652,ilian_uwb_node,-4.12,-2366.23,74.99
662,ilian_drone,-795.45,-0.08,105.16
663,ilian_uwb_node,-4.13,-2366.24,74.98
672,ilian_drone,-795.44,-0.07,105.16
673,ilian_uwb_node,-4.12,-2366.24,74.98
682,ilian_drone,-795.45,-0.07,105.16
682,ilian_uwb_node,-4.15,-2366.22,74.99
692,ilian_drone,-795.44,-0.06,105.17
692,ilian_uwb_node,-4.13,-2366.22,74.99
702,ilian_drone,-795.46,-0.07,105.17
702,ilian_uwb_node,-4.13,-2366.23,75.00
712,ilian_drone,-795.46,-0.06,105.17
712,ilian_uwb_node,-4.13,-2366.23,74.98
722,ilian_drone,-795.46,-0.07,105.17
722,ilian_uwb_node,-4.13,-2366.22,75.00
732,ilian_drone,-795.69,0.02,105.36
732,ilian_uwb_node,-4.13,-2366.23,74.99
742,ilian_drone,-795.52,-0.02,105.27
742,ilian_uwb_node,-4.14,-2366.24,74.98
752,ilian_drone,-795.52,-0.02,105.27
753,ilian_uwb_node,-4.11,-2366.24,74.99
762,ilian_drone,-795.54,-0.03,105.27
763,ilian_uwb_node,-4.12,-2366.24,74.98
772,ilian_drone,-795.53,-0.01,105.28
773,ilian_uwb_node,-4.11,-2366.25,74.99
782,ilian_drone,-795.52,-0.02,105.27
782,ilian_uwb_node,-4.13,-2366.24,74.98
792,ilian_drone,-795.53,-0.03,105.27
792,ilian_uwb_node,-4.13,-2366.23,74.98
802,ilian_drone,-795.54,-0.02,105.28
802,ilian_uwb_node,-4.13,-2366.22,74.98
812,ilian_drone,-795.54,-0.03,105.28
812,ilian_uwb_node,-4.13,-2366.23,74.97
822,ilian_drone,-795.55,-0.02,105.28
823,ilian_uwb_node,-4.14,-2366.22,74.98
832,ilian_drone,-795.55,-0.03,105.28
832,ilian_uwb_node,-4.13,-2366.23,74.99
842,ilian_drone,-795.54,-0.03,105.27
842,ilian_uwb_node,-4.11,-2366.25,75.00
852,ilian_drone,-795.54,-0.02,105.27
852,ilian_uwb_node,-4.13,-2366.24,74.99
862,ilian_drone,-795.54,-0.03,105.27
862,ilian_uwb_node,-4.11,-2366.24,74.99
872,ilian_drone,-795.53,-0.03,105.28
872,ilian_uwb_node,-4.12,-2366.23,74.99
882,ilian_drone,-795.53,-0.02,105.28
882,ilian_uwb_node,-4.11,-2366.25,75.00
892,ilian_drone,-795.53,-0.02,105.26
892,ilian_uwb_node,-4.12,-2366.24,75.00
902,ilian_drone,-795.53,-0.03,105.27
903,ilian_uwb_node,-4.13,-2366.22,74.99
912,ilian_drone,-795.53,-0.02,105.27
912,ilian_uwb_node,-4.13,-2366.24,74.99
922,ilian_drone,-795.53,-0.03,105.28
922,ilian_uwb_node,-4.13,-2366.23,74.98
932,ilian_drone,-795.54,-0.03,105.27
932,ilian_uwb_node,-4.12,-2366.22,74.99
942,ilian_drone,-795.53,-0.02,105.28
942,ilian_uwb_node,-4.12,-2366.24,74.98
952,ilian_drone,-795.54,-0.02,105.29
952,ilian_uwb_node,-4.11,-2366.24,74.98
962,ilian_drone,-795.59,0.01,105.32
962,ilian_uwb_node,-4.11,-2366.24,74.99
972,ilian_drone,-795.60,0.00,105.32
972,ilian_uwb_node,-4.12,-2366.24,74.99
982,ilian_drone,-795.61,-0.00,105.31
982,ilian_uwb_node,-4.14,-2366.22,74.98
992,ilian_drone,-795.61,-0.00,105.32
992,ilian_uwb_node,-4.14,-2366.22,74.98
1002,ilian_drone,-795.61,-0.01,105.31
1003,ilian_uwb_node,-4.11,-2366.23,75.00
1012,ilian_drone,-795.61,0.00,105.31
1012,ilian_uwb_node,-4.14,-2366.21,74.98
1022,ilian_drone,-795.61,0.00,105.31
1022,ilian_uwb_node,-4.12,-2366.23,75.01
1032,ilian_drone,-795.62,-0.00,105.32
1032,ilian_uwb_node,-4.12,-2366.23,74.99
1042,ilian_drone,-795.51,-0.06,105.21
1043,ilian_uwb_node,-4.15,-2366.21,74.99
1052,ilian_drone,-795.54,-0.05,105.22
1052,ilian_uwb_node,-4.13,-2366.23,74.99
1062,ilian_drone,-795.53,-0.05,105.22
1062,ilian_uwb_node,-4.11,-2366.23,74.99
1072,ilian_drone,-795.54,-0.05,105.22
1073,ilian_uwb_node,-4.11,-2366.24,75.00
1082,ilian_drone,-795.53,-0.04,105.22
1082,ilian_uwb_node,-4.12,-2366.23,74.99
1092,ilian_drone,-795.53,-0.05,105.23
1092,ilian_uwb_node,-4.13,-2366.22,74.99
1102,ilian_drone,-795.53,-0.05,105.22
1103,ilian_uwb_node,-4.12,-2366.21,74.99
1112,ilian_drone,-795.53,-0.05,105.21
1112,ilian_uwb_node,-4.12,-2366.24,75.00
1122,ilian_drone,-795.53,-0.05,105.21
1122,ilian_uwb_node,-4.13,-2366.21,74.99
1132,ilian_drone,-795.53,-0.06,105.21
1132,ilian_uwb_node,-4.12,-2366.22,75.00
1142,ilian_drone,-795.54,-0.06,105.21
1143,ilian_uwb_node,-4.12,-2366.21,74.99
1152,ilian_drone,-795.54,-0.05,105.22
1153,ilian_uwb_node,-4.11,-2366.21,74.99
1162,ilian_drone,-795.53,-0.04,105.22
